date, reward, step
2017-02-08 11:43:57, -20, 1348
2017-02-08 11:43:59, -21, 1482
2017-02-08 11:43:59, -18, 1610
2017-02-08 11:44:00, -19, 1722
2017-02-08 11:44:01, -19, 1722
2017-02-08 11:44:03, -18, 1823
2017-02-08 11:44:04, -20, 1767
2017-02-08 11:44:04, -20, 1397
2017-02-08 11:44:06, -21, 1553
2017-02-08 11:44:06, -21, 1454
2017-02-08 11:44:09, -18, 2007
2017-02-08 11:44:11, -21, 1424
2017-02-08 11:44:11, -20, 1767
2017-02-08 11:44:12, -20, 1367
2017-02-08 11:44:12, -20, 1373
2017-02-08 11:44:14, -20, 1438
2017-02-08 11:44:15, -18, 1793
2017-02-08 11:44:16, -20, 1474
2017-02-08 11:44:16, -21, 1526
2017-02-08 11:44:16, -21, 1404
2017-02-08 11:44:18, -21, 1280
2017-02-08 11:44:18, -18, 1769
2017-02-08 11:44:19, -20, 1505
2017-02-08 11:44:20, -19, 1545
2017-02-08 11:44:20, -21, 1234
2017-02-08 11:44:20, -21, 1347
2017-02-08 11:44:21, -21, 1503
2017-02-08 11:44:22, -21, 1395
2017-02-08 11:44:26, -20, 1337
2017-02-08 11:44:27, -20, 1480
2017-02-08 11:44:29, -20, 1452
2017-02-08 11:44:29, -21, 1218
2017-02-08 11:44:30, -20, 1518
2017-02-08 11:44:31, -20, 1540
2017-02-08 11:44:33, -20, 1544
2017-02-08 11:44:33, -20, 1524
2017-02-08 11:44:35, -19, 1529
2017-02-08 11:44:36, -21, 1235
2017-02-08 11:44:36, -21, 1547
2017-02-08 11:44:37, -21, 1376
2017-02-08 11:44:38, -20, 1330
2017-02-08 11:44:41, -19, 1607
2017-02-08 11:44:43, -20, 1402
2017-02-08 11:44:44, -21, 1304
2017-02-08 11:44:44, -21, 1218
2017-02-08 11:44:44, -20, 1712
2017-02-08 11:44:45, -21, 1350
2017-02-08 11:44:45, -21, 1254
2017-02-08 11:44:47, -16, 1989
2017-02-08 11:44:48, -21, 1324
2017-02-08 11:44:49, -20, 1563
2017-02-08 11:44:49, -20, 1377
2017-02-08 11:44:50, -21, 1622
2017-02-08 11:44:51, -21, 1364
2017-02-08 11:44:51, -21, 1313
2017-02-08 11:44:52, -20, 1344
2017-02-08 11:44:54, -21, 1626
2017-02-08 11:44:56, -19, 1558
2017-02-08 11:44:58, -21, 1534
2017-02-08 11:45:00, -21, 1263
2017-02-08 11:45:01, -20, 1426
2017-02-08 11:45:01, -20, 1628
2017-02-08 11:45:01, -20, 1785
2017-02-08 11:45:03, -20, 1524
2017-02-08 11:45:03, -18, 1790
2017-02-08 11:45:03, -20, 1392
2017-02-08 11:45:05, -20, 1478
2017-02-08 11:45:05, -20, 1340
2017-02-08 11:45:07, -20, 1457
2017-02-08 11:45:07, -20, 1538
2017-02-08 11:45:08, -21, 1262
2017-02-08 11:45:09, -21, 1446
2017-02-08 11:45:11, -21, 1223
2017-02-08 11:45:12, -21, 1559
2017-02-08 11:45:12, -21, 1332
2017-02-08 11:45:14, -20, 1599
2017-02-08 11:45:16, -20, 1368
2017-02-08 11:45:17, -20, 1426
2017-02-08 11:45:17, -21, 1619
2017-02-08 11:45:18, -20, 1439
2017-02-08 11:45:19, -19, 1500
2017-02-08 11:45:22, -21, 1352
2017-02-08 11:45:22, -21, 1448
2017-02-08 11:45:24, -20, 1583
2017-02-08 11:45:25, -21, 1202
2017-02-08 11:45:26, -20, 1536
2017-02-08 11:45:26, -18, 1656
2017-02-08 11:45:27, -20, 1772
2017-02-08 11:45:28, -19, 1583
2017-02-08 11:45:28, -20, 1644
2017-02-08 11:45:28, -21, 1398
2017-02-08 11:45:29, -21, 1203
2017-02-08 11:45:31, -21, 1587
2017-02-08 11:45:33, -20, 1442
2017-02-08 11:45:35, -20, 1430
2017-02-08 11:45:35, -21, 1220
2017-02-08 11:45:36, -20, 1544
2017-02-08 11:45:36, -21, 1259
2017-02-08 11:45:37, -19, 1530
2017-02-08 11:45:37, -21, 1503
2017-02-08 11:45:38, -21, 1432
2017-02-08 11:45:40, -20, 1550
2017-02-08 11:45:41, -21, 1269
2017-02-08 11:45:41, -20, 1475
2017-02-08 11:45:41, -21, 1406
2017-02-08 11:45:41, -18, 1763
2017-02-08 11:45:42, -21, 1287
2017-02-08 11:45:43, -19, 1658
2017-02-08 11:45:46, -20, 1529
2017-02-08 11:45:47, -21, 1226
2017-02-08 11:45:49, -20, 1533
2017-02-08 11:45:51, -20, 1487
2017-02-08 11:45:53, -21, 1349
2017-02-08 11:45:53, -20, 1553
2017-02-08 11:45:54, -20, 1388
2017-02-08 11:45:57, -20, 1724
2017-02-08 11:45:57, -21, 1306
2017-02-08 11:45:58, -19, 1802
2017-02-08 11:46:00, -21, 1316
2017-02-08 11:46:00, -20, 1414
2017-02-08 11:46:00, -20, 1586
2017-02-08 11:46:01, -21, 1445
2017-02-08 11:46:01, -19, 1566
2017-02-08 11:46:01, -21, 1500
2017-02-08 11:46:02, -19, 1572
2017-02-08 11:46:02, -20, 1485
2017-02-08 11:46:04, -21, 1346
2017-02-08 11:46:05, -19, 1572
2017-02-08 11:46:06, -21, 1310
2017-02-08 11:46:07, -21, 1262
2017-02-08 11:46:09, -21, 1335
2017-02-08 11:46:09, -20, 1451
2017-02-08 11:46:11, -20, 1539
2017-02-08 11:46:11, -21, 1364
2017-02-08 11:46:13, -21, 1370
2017-02-08 11:46:14, -20, 1404
2017-02-08 11:46:16, -20, 1492
2017-02-08 11:46:17, -20, 1722
2017-02-08 11:46:17, -18, 1732
2017-02-08 11:46:19, -20, 1611
2017-02-08 11:46:21, -20, 1466
2017-02-08 11:46:23, -21, 1484
2017-02-08 11:46:23, -19, 1809
2017-02-08 11:46:24, -21, 1304
2017-02-08 11:46:26, -21, 1372
2017-02-08 11:46:27, -20, 1576
2017-02-08 11:46:30, -21, 1215
2017-02-08 11:46:30, -20, 1650
2017-02-08 11:46:32, -20, 1586
2017-02-08 11:46:34, -21, 1377
2017-02-08 11:46:34, -20, 1373
2017-02-08 11:46:35, -21, 1601
2017-02-08 11:46:35, -20, 1637
2017-02-08 11:46:35, -20, 1440
2017-02-08 11:46:36, -20, 1443
2017-02-08 11:46:36, -20, 1475
2017-02-08 11:46:36, -21, 1317
2017-02-08 11:46:37, -20, 1365
2017-02-08 11:46:37, -20, 1340
2017-02-08 11:46:38, -18, 1702
2017-02-08 11:46:38, -21, 1418
2017-02-08 11:46:38, -21, 1493
2017-02-08 11:46:39, -21, 1594
2017-02-08 11:46:40, -21, 1422
2017-02-08 11:46:41, -21, 1445
2017-02-08 11:46:44, -21, 1263
2017-02-08 11:46:44, -20, 1473
2017-02-08 11:46:44, -20, 1450
2017-02-08 11:46:45, -20, 1463
2017-02-08 11:46:46, -21, 1442
2017-02-08 11:46:49, -21, 1432
2017-02-08 11:46:50, -21, 1420
2017-02-08 11:46:50, -20, 1552
2017-02-08 11:46:51, -21, 1476
2017-02-08 11:46:52, -21, 1328
2017-02-08 11:46:53, -20, 1511
2017-02-08 11:46:54, -21, 1349
2017-02-08 11:46:59, -19, 1584
2017-02-08 11:47:00, -19, 1631
2017-02-08 11:47:02, -20, 1449
2017-02-08 11:47:02, -20, 1616
2017-02-08 11:47:03, -20, 1652
2017-02-08 11:47:03, -21, 1493
2017-02-08 11:47:06, -20, 1463
2017-02-08 11:47:06, -20, 1380
2017-02-08 11:47:06, -20, 1534
2017-02-08 11:47:07, -20, 1422
2017-02-08 11:47:07, -21, 1304
2017-02-08 11:47:07, -20, 1479
2017-02-08 11:47:09, -20, 1539
2017-02-08 11:47:09, -19, 1538
2017-02-08 11:47:09, -21, 1196
2017-02-08 11:47:09, -21, 1392
2017-02-08 11:47:10, -20, 1533
2017-02-08 11:47:10, -19, 1559
2017-02-08 11:47:11, -20, 1377
2017-02-08 11:47:11, -20, 1550
2017-02-08 11:47:12, -20, 1581
2017-02-08 11:47:12, -21, 1216
2017-02-08 11:47:13, -21, 1319
2017-02-08 11:47:13, -19, 1589
2017-02-08 11:47:15, -19, 1574
2017-02-08 11:47:17, -20, 1449
2017-02-08 11:47:17, -21, 1746
2017-02-08 11:47:18, -21, 1290
2017-02-08 11:47:20, -20, 1382
2017-02-08 11:47:21, -21, 1347
2017-02-08 11:47:22, -19, 1506
2017-02-08 11:47:22, -20, 1491
2017-02-08 11:47:25, -20, 1493
2017-02-08 11:47:29, -20, 1614
2017-02-08 11:47:30, -18, 2126
2017-02-08 11:47:31, -21, 1461
2017-02-08 11:47:31, -21, 1294
2017-02-08 11:47:32, -21, 1437
2017-02-08 11:47:33, -21, 1406
2017-02-08 11:47:33, -21, 1256
2017-02-08 11:47:34, -18, 1611
2017-02-08 11:47:34, -20, 1484
2017-02-08 11:47:35, -20, 1355
2017-02-08 11:47:37, -20, 1425
2017-02-08 11:47:37, -21, 1314
2017-02-08 11:47:37, -20, 1396
2017-02-08 11:47:37, -21, 1338
2017-02-08 11:47:38, -19, 1475
2017-02-08 11:47:38, -21, 1223
2017-02-08 11:47:39, -21, 1404
2017-02-08 11:47:39, -21, 1222
2017-02-08 11:47:42, -21, 1425
2017-02-08 11:47:43, -20, 1510
2017-02-08 11:47:43, -20, 1594
2017-02-08 11:47:44, -20, 1548
2017-02-08 11:47:45, -20, 1607
2017-02-08 11:47:45, -21, 1505
2017-02-08 11:47:46, -21, 1552
2017-02-08 11:47:48, -21, 1305
2017-02-08 11:47:49, -21, 1595
2017-02-08 11:47:49, -21, 1490
2017-02-08 11:47:51, -21, 1355
2017-02-08 11:47:52, -20, 1546
2017-02-08 11:47:55, -18, 1734
2017-02-08 11:47:55, -21, 1536
2017-02-08 11:47:56, -19, 1547
2017-02-08 11:47:57, -21, 1264
2017-02-08 11:47:58, -20, 1508
2017-02-08 11:47:59, -21, 1353
2017-02-08 11:48:00, -21, 1222
2017-02-08 11:48:03, -21, 1359
2017-02-08 11:48:05, -21, 1307
2017-02-08 11:48:07, -20, 1611
2017-02-08 11:48:07, -20, 1475
2017-02-08 11:48:08, -20, 1622
2017-02-08 11:48:08, -20, 1372
2017-02-08 11:48:08, -20, 1602
2017-02-08 11:48:09, -20, 1559
2017-02-08 11:48:11, -19, 1498
2017-02-08 11:48:12, -21, 1546
2017-02-08 11:48:12, -21, 1533
2017-02-08 11:48:13, -20, 1498
2017-02-08 11:48:13, -20, 1626
2017-02-08 11:48:15, -19, 1582
2017-02-08 11:48:15, -20, 1376
2017-02-08 11:48:15, -21, 1377
2017-02-08 11:48:16, -21, 1469
2017-02-08 11:48:17, -19, 1706
2017-02-08 11:48:18, -21, 1478
2017-02-08 11:48:19, -21, 1313
2017-02-08 11:48:19, -20, 1403
2017-02-08 11:48:24, -20, 1456
2017-02-08 11:48:25, -18, 1863
2017-02-08 11:48:26, -19, 1733
2017-02-08 11:48:28, -20, 1706
2017-02-08 11:48:28, -18, 1595
2017-02-08 11:48:30, -20, 1403
2017-02-08 11:48:31, -21, 1498
2017-02-08 11:48:33, -20, 1486
2017-02-08 11:48:34, -20, 1670
2017-02-08 11:48:34, -21, 1257
2017-02-08 11:48:35, -21, 1564
2017-02-08 11:48:35, -21, 1263
2017-02-08 11:48:38, -21, 1497
2017-02-08 11:48:38, -19, 1728
2017-02-08 11:48:38, -21, 1292
2017-02-08 11:48:39, -21, 1359
2017-02-08 11:48:39, -19, 1887
2017-02-08 11:48:39, -21, 1290
2017-02-08 11:48:39, -21, 1359
2017-02-08 11:48:41, -21, 1419
2017-02-08 11:48:43, -20, 1488
2017-02-08 11:48:43, -21, 1326
2017-02-08 11:48:44, -21, 1328
2017-02-08 11:48:46, -20, 1352
2017-02-08 11:48:47, -20, 1523
2017-02-08 11:48:47, -21, 1352
2017-02-08 11:48:47, -21, 1460
2017-02-08 11:48:50, -20, 1472
2017-02-08 11:48:50, -18, 1653
2017-02-08 11:48:51, -20, 1374
2017-02-08 11:48:52, -20, 1606
2017-02-08 11:48:55, -20, 1618
2017-02-08 11:48:56, -21, 1257
2017-02-08 11:48:56, -21, 1235
2017-02-08 11:48:56, -18, 1670
2017-02-08 11:48:59, -20, 1502
2017-02-08 11:48:59, -21, 1568
2017-02-08 11:49:00, -21, 1228
2017-02-08 11:49:00, -21, 1223
2017-02-08 11:49:00, -21, 1616
2017-02-08 11:49:01, -21, 1216
2017-02-08 11:49:03, -20, 2168
2017-02-08 11:49:03, -21, 1517
2017-02-08 11:49:03, -21, 1518
2017-02-08 11:49:04, -21, 1394
2017-02-08 11:49:07, -21, 1310
2017-02-08 11:49:07, -21, 1354
2017-02-08 11:49:08, -21, 1374
2017-02-08 11:49:09, -20, 1475
2017-02-08 11:49:11, -20, 1515
2017-02-08 11:49:11, -19, 1678
2017-02-08 11:49:12, -20, 1389
2017-02-08 11:49:12, -21, 1617
2017-02-08 11:49:13, -21, 1455
2017-02-08 11:49:14, -21, 1457
2017-02-08 11:49:14, -19, 1716
2017-02-08 11:49:15, -21, 1341
2017-02-08 11:49:15, -20, 1389
2017-02-08 11:49:15, -21, 1409
2017-02-08 11:49:16, -20, 1712
2017-02-08 11:49:16, -21, 1223
2017-02-08 11:49:18, -20, 1500
2017-02-08 11:49:22, -20, 1554
2017-02-08 11:49:22, -21, 1481
2017-02-08 11:49:23, -19, 1636
2017-02-08 11:49:24, -21, 1242
2017-02-08 11:49:24, -21, 1396
2017-02-08 11:49:25, -21, 1422
2017-02-08 11:49:25, -21, 1215
2017-02-08 11:49:27, -21, 1312
2017-02-08 11:49:28, -21, 1656
2017-02-08 11:49:28, -21, 1211
2017-02-08 11:49:29, -20, 1625
2017-02-08 11:49:30, -20, 1511
2017-02-08 11:49:32, -20, 1565
2017-02-08 11:49:32, -20, 1390
2017-02-08 11:49:32, -20, 1440
2017-02-08 11:49:33, -21, 1305
2017-02-08 11:49:33, -20, 1490
2017-02-08 11:49:35, -21, 1402
2017-02-08 11:49:35, -20, 1643
2017-02-08 11:49:37, -21, 1420
2017-02-08 11:49:38, -21, 1451
2017-02-08 11:49:38, -21, 1266
2017-02-08 11:49:39, -20, 1404
2017-02-08 11:49:41, -21, 1270
2017-02-08 11:49:42, -20, 1384
2017-02-08 11:49:43, -21, 1342
2017-02-08 11:49:43, -21, 1409
2017-02-08 11:49:43, -21, 1588
2017-02-08 11:49:45, -20, 1398
2017-02-08 11:49:46, -19, 1586
2017-02-08 11:49:48, -20, 1566
2017-02-08 11:49:50, -20, 1374
2017-02-08 11:49:50, -21, 1390
2017-02-08 11:49:51, -21, 1611
2017-02-08 11:49:52, -21, 1457
2017-02-08 11:49:53, -17, 1968
2017-02-08 11:49:53, -21, 1382
2017-02-08 11:49:54, -20, 1449
2017-02-08 11:49:55, -20, 1350
2017-02-08 11:49:55, -20, 1512
2017-02-08 11:49:56, -21, 1313
2017-02-08 11:49:59, -21, 1450
2017-02-08 11:50:01, -19, 1604
2017-02-08 11:50:02, -21, 1306
2017-02-08 11:50:02, -20, 1497
2017-02-08 11:50:03, -20, 1481
2017-02-08 11:50:03, -21, 1262
2017-02-08 11:50:03, -19, 1846
2017-02-08 11:50:04, -21, 1233
2017-02-08 11:50:04, -20, 1782
2017-02-08 11:50:05, -20, 1470
2017-02-08 11:50:07, -21, 1348
2017-02-08 11:50:08, -19, 1792
2017-02-08 11:50:08, -20, 1737
2017-02-08 11:50:09, -20, 1766
2017-02-08 11:50:10, -21, 1594
2017-02-08 11:50:11, -21, 1349
2017-02-08 11:50:14, -21, 1299
2017-02-08 11:50:15, -20, 1457
2017-02-08 11:50:15, -21, 1650
2017-02-08 11:50:15, -20, 1712
2017-02-08 11:50:16, -19, 1634
2017-02-08 11:50:18, -21, 1197
2017-02-08 11:50:18, -19, 1659
2017-02-08 11:50:19, -20, 1410
2017-02-08 11:50:19, -21, 1368
2017-02-08 11:50:19, -21, 1466
2017-02-08 11:50:20, -20, 1367
2017-02-08 11:50:20, -18, 1838
2017-02-08 11:50:21, -21, 1418
2017-02-08 11:50:21, -21, 1306
2017-02-08 11:50:23, -19, 1509
2017-02-08 11:50:24, -20, 1424
2017-02-08 11:50:28, -21, 1264
2017-02-08 11:50:28, -20, 1437
2017-02-08 11:50:30, -20, 1382
2017-02-08 11:50:30, -21, 1395
2017-02-08 11:50:31, -19, 1451
2017-02-08 11:50:32, -20, 1444
2017-02-08 11:50:33, -20, 1995
2017-02-08 11:50:34, -20, 1338
2017-02-08 11:50:35, -21, 1589
2017-02-08 11:50:35, -20, 1688
2017-02-08 11:50:35, -21, 1286
2017-02-08 11:50:36, -21, 1467
2017-02-08 11:50:37, -21, 1350
2017-02-08 11:50:38, -21, 1554
2017-02-08 11:50:40, -19, 1641
2017-02-08 11:50:40, -21, 1341
2017-02-08 11:50:41, -17, 1882
2017-02-08 11:50:42, -21, 1418
2017-02-08 11:50:43, -21, 1404
2017-02-08 11:50:44, -20, 1460
2017-02-08 11:50:46, -21, 1373
2017-02-08 11:50:46, -21, 1299
2017-02-08 11:50:48, -20, 1538
2017-02-08 11:50:49, -20, 1582
2017-02-08 11:50:49, -21, 1347
2017-02-08 11:50:50, -21, 1612
2017-02-08 11:50:50, -20, 1780
2017-02-08 11:50:50, -19, 1572
2017-02-08 11:50:51, -18, 1646
2017-02-08 11:50:52, -20, 1457
2017-02-08 11:50:53, -19, 1778
2017-02-08 11:50:54, -20, 1725
2017-02-08 11:50:57, -21, 1516
2017-02-08 11:50:59, -20, 1338
2017-02-08 11:51:00, -20, 1478
2017-02-08 11:51:01, -20, 1726
2017-02-08 11:51:01, -21, 1346
2017-02-08 11:51:02, -21, 1360
2017-02-08 11:51:02, -19, 1649
2017-02-08 11:51:03, -20, 1575
2017-02-08 11:51:03, -21, 1288
2017-02-08 11:51:03, -21, 1448
2017-02-08 11:51:05, -19, 1769
2017-02-08 11:51:06, -20, 1586
2017-02-08 11:51:08, -21, 1580
2017-02-08 11:51:08, -21, 1277
2017-02-08 11:51:09, -21, 1474
2017-02-08 11:51:09, -21, 1476
2017-02-08 11:51:11, -20, 1437
2017-02-08 11:51:11, -21, 1492
2017-02-08 11:51:12, -21, 1310
2017-02-08 11:51:13, -18, 1925
2017-02-08 11:51:15, -20, 1538
2017-02-08 11:51:16, -21, 1311
2017-02-08 11:51:17, -21, 1360
2017-02-08 11:51:17, -21, 1218
2017-02-08 11:51:17, -21, 1407
2017-02-08 11:51:17, -21, 1305
2017-02-08 11:51:18, -21, 1208
2017-02-08 11:51:20, -21, 1538
2017-02-08 11:51:21, -20, 1649
2017-02-08 11:51:21, -21, 1570
2017-02-08 11:51:22, -21, 1449
2017-02-08 11:51:23, -18, 1845
2017-02-08 11:51:26, -21, 1364
2017-02-08 11:51:27, -21, 1480
2017-02-08 11:51:30, -21, 1337
2017-02-08 11:51:31, -20, 1425
2017-02-08 11:51:34, -19, 1624
2017-02-08 11:51:34, -20, 1640
2017-02-08 11:51:35, -19, 1563
2017-02-08 11:51:35, -20, 1743
2017-02-08 11:51:35, -19, 1570
2017-02-08 11:51:37, -20, 1438
2017-02-08 11:51:37, -19, 1563
2017-02-08 11:51:39, -19, 1823
2017-02-08 11:51:39, -21, 1354
2017-02-08 11:51:41, -20, 1630
2017-02-08 11:51:41, -18, 1818
2017-02-08 11:51:41, -20, 1586
2017-02-08 11:51:42, -20, 1634
2017-02-08 11:51:42, -21, 1480
2017-02-08 11:51:42, -20, 1532
2017-02-08 11:51:43, -21, 1301
2017-02-08 11:51:45, -20, 1452
2017-02-08 11:51:45, -20, 1602
2017-02-08 11:51:48, -19, 1558
2017-02-08 11:51:48, -20, 1574
2017-02-08 11:51:48, -21, 1400
2017-02-08 11:51:50, -20, 1631
2017-02-08 11:51:50, -21, 1586
2017-02-08 11:51:50, -20, 1350
2017-02-08 11:51:50, -20, 1679
2017-02-08 11:51:51, -21, 1511
2017-02-08 11:51:51, -21, 1229
2017-02-08 11:51:52, -20, 1340
2017-02-08 11:51:54, -19, 1667
2017-02-08 11:51:58, -21, 1352
2017-02-08 11:51:59, -20, 1494
2017-02-08 11:52:00, -21, 1323
2017-02-08 11:52:02, -21, 1386
2017-02-08 11:52:02, -21, 1389
2017-02-08 11:52:04, -21, 1205
2017-02-08 11:52:05, -21, 1438
2017-02-08 11:52:05, -20, 1487
2017-02-08 11:52:06, -20, 1650
2017-02-08 11:52:07, -21, 1308
2017-02-08 11:52:07, -20, 1635
2017-02-08 11:52:07, -21, 1437
2017-02-08 11:52:07, -21, 1482
2017-02-08 11:52:07, -21, 1312
2017-02-08 11:52:10, -21, 1313
2017-02-08 11:52:10, -21, 1450
2017-02-08 11:52:11, -20, 1434
2017-02-08 11:52:11, -21, 1545
2017-02-08 11:52:14, -20, 1727
2017-02-08 11:52:14, -21, 1538
2017-02-08 11:52:15, -21, 1416
2017-02-08 11:52:16, -21, 1412
2017-02-08 11:52:16, -20, 1455
2017-02-08 11:52:17, -21, 1323
2017-02-08 11:52:17, -21, 1444
2017-02-08 11:52:18, -21, 1319
2017-02-08 11:52:18, -20, 1456
2017-02-08 11:52:18, -21, 1427
2017-02-08 11:52:18, -20, 1444
2017-02-08 11:52:20, -20, 1568
2017-02-08 11:52:23, -21, 1299
2017-02-08 11:52:24, -20, 1521
2017-02-08 11:52:26, -21, 1230
2017-02-08 11:52:27, -21, 1373
2017-02-08 11:52:29, -20, 1504
2017-02-08 11:52:30, -21, 1246
2017-02-08 11:52:32, -21, 1270
2017-02-08 11:52:33, -21, 1575
2017-02-08 11:52:34, -21, 1412
2017-02-08 11:52:36, -21, 1436
2017-02-08 11:52:36, -20, 1474
2017-02-08 11:52:37, -21, 1606
2017-02-08 11:52:37, -21, 1361
2017-02-08 11:52:37, -20, 1491
2017-02-08 11:52:38, -21, 1348
2017-02-08 11:52:38, -21, 1223
2017-02-08 11:52:39, -19, 1707
2017-02-08 11:52:39, -19, 1689
2017-02-08 11:52:39, -21, 1244
2017-02-08 11:52:41, -19, 1494
2017-02-08 11:52:41, -21, 1499
2017-02-08 11:52:43, -21, 1264
2017-02-08 11:52:43, -21, 1224
2017-02-08 11:52:43, -21, 1232
2017-02-08 11:52:43, -21, 1354
2017-02-08 11:52:43, -21, 1211
2017-02-08 11:52:44, -18, 1830
2017-02-08 11:52:45, -21, 1328
2017-02-08 11:52:46, -21, 1422
2017-02-08 11:52:50, -20, 1702
2017-02-08 11:52:50, -18, 1722
2017-02-08 11:52:51, -21, 1504
2017-02-08 11:52:53, -21, 1304
2017-02-08 11:52:53, -21, 1509
2017-02-08 11:52:54, -21, 1215
2017-02-08 11:52:59, -20, 1443
2017-02-08 11:53:00, -21, 1341
2017-02-08 11:53:00, -21, 1295
2017-02-08 11:53:00, -18, 1827
2017-02-08 11:53:01, -19, 1644
2017-02-08 11:53:03, -20, 1532
2017-02-08 11:53:04, -21, 1408
2017-02-08 11:53:05, -20, 1497
2017-02-08 11:53:05, -21, 1404
2017-02-08 11:53:06, -21, 1317
2017-02-08 11:53:07, -20, 1504
2017-02-08 11:53:07, -21, 1473
2017-02-08 11:53:07, -21, 1463
2017-02-08 11:53:07, -21, 1457
2017-02-08 11:53:08, -19, 1552
2017-02-08 11:53:09, -21, 1301
2017-02-08 11:53:09, -20, 1343
2017-02-08 11:53:09, -21, 1343
2017-02-08 11:53:10, -20, 1482
2017-02-08 11:53:13, -20, 1548
2017-02-08 11:53:14, -20, 1643
2017-02-08 11:53:15, -19, 1611
2017-02-08 11:53:16, -21, 1608
2017-02-08 11:53:17, -20, 1383
2017-02-08 11:53:17, -21, 1252
2017-02-08 11:53:17, -20, 1797
2017-02-08 11:53:19, -21, 1414
2017-02-08 11:53:19, -19, 1778
2017-02-08 11:53:19, -21, 1552
2017-02-08 11:53:22, -20, 1490
2017-02-08 11:53:25, -21, 1322
2017-02-08 11:53:25, -20, 1421
2017-02-08 11:53:26, -21, 1263
2017-02-08 11:53:26, -21, 1398
2017-02-08 11:53:29, -21, 1281
2017-02-08 11:53:29, -21, 1218
2017-02-08 11:53:30, -20, 1347
2017-02-08 11:53:30, -20, 1586
2017-02-08 11:53:31, -21, 1413
2017-02-08 11:53:31, -21, 1371
2017-02-08 11:53:31, -21, 1222
2017-02-08 11:53:31, -21, 1220
2017-02-08 11:53:32, -20, 1733
2017-02-08 11:53:34, -21, 1433
2017-02-08 11:53:34, -19, 1480
2017-02-08 11:53:35, -21, 1532
2017-02-08 11:53:36, -20, 1563
2017-02-08 11:53:36, -20, 1445
2017-02-08 11:53:39, -20, 1427
2017-02-08 11:53:40, -21, 1252
2017-02-08 11:53:40, -20, 1437
2017-02-08 11:53:41, -21, 1400
2017-02-08 11:53:41, -20, 1412
2017-02-08 11:53:43, -20, 1374
2017-02-08 11:53:44, -20, 1913
2017-02-08 11:53:44, -21, 1359
2017-02-08 11:53:48, -21, 1230
2017-02-08 11:53:48, -21, 1562
2017-02-08 11:53:49, -19, 1737
2017-02-08 11:53:51, -19, 1584
2017-02-08 11:53:51, -19, 1748
2017-02-08 11:53:51, -21, 1432
2017-02-08 11:53:54, -20, 1349
2017-02-08 11:53:54, -21, 1287
2017-02-08 11:53:54, -20, 1509
2017-02-08 11:53:55, -20, 1553
2017-02-08 11:53:55, -20, 1437
2017-02-08 11:53:56, -21, 1314
2017-02-08 11:53:56, -20, 1335
2017-02-08 11:53:56, -21, 1322
2017-02-08 11:53:57, -21, 1307
2017-02-08 11:53:59, -21, 1538
2017-02-08 11:53:59, -21, 1520
2017-02-08 11:54:00, -21, 1340
2017-02-08 11:54:01, -21, 1320
2017-02-08 11:54:01, -21, 1336
2017-02-08 11:54:04, -20, 1566
2017-02-08 11:54:04, -19, 1590
2017-02-08 11:54:08, -21, 1262
2017-02-08 11:54:08, -21, 1451
2017-02-08 11:54:09, -21, 1468
2017-02-08 11:54:12, -20, 1694
2017-02-08 11:54:13, -21, 1650
2017-02-08 11:54:13, -20, 1488
2017-02-08 11:54:14, -21, 1295
2017-02-08 11:54:14, -19, 1739
2017-02-08 11:54:15, -20, 1684
2017-02-08 11:54:18, -21, 1526
2017-02-08 11:54:19, -20, 1440
2017-02-08 11:54:19, -21, 1409
2017-02-08 11:54:20, -21, 1416
2017-02-08 11:54:20, -21, 1226
2017-02-08 11:54:21, -21, 1348
2017-02-08 11:54:21, -21, 1260
2017-02-08 11:54:22, -20, 1686
2017-02-08 11:54:23, -21, 1401
2017-02-08 11:54:23, -20, 1488
2017-02-08 11:54:24, -20, 1540
2017-02-08 11:54:27, -21, 1316
2017-02-08 11:54:27, -19, 1636
2017-02-08 11:54:28, -21, 1227
2017-02-08 11:54:28, -20, 1688
2017-02-08 11:54:29, -20, 1510
2017-02-08 11:54:29, -21, 1458
2017-02-08 11:54:30, -21, 1324
2017-02-08 11:54:32, -20, 1570
2017-02-08 11:54:32, -20, 1806
2017-02-08 11:54:32, -21, 1203
2017-02-08 11:54:40, -19, 1637
2017-02-08 11:54:40, -20, 1389
2017-02-08 11:54:41, -21, 1379
2017-02-08 11:54:41, -19, 1514
2017-02-08 11:54:41, -19, 1722
2017-02-08 11:54:42, -20, 1479
2017-02-08 11:54:43, -20, 1534
2017-02-08 11:54:44, -21, 1212
2017-02-08 11:54:44, -21, 1491
2017-02-08 11:54:45, -21, 1270
2017-02-08 11:54:47, -20, 1388
2017-02-08 11:54:48, -21, 1454
2017-02-08 11:54:49, -20, 1572
2017-02-08 11:54:49, -20, 1448
2017-02-08 11:54:49, -20, 1466
2017-02-08 11:54:49, -21, 1530
2017-02-08 11:54:50, -21, 1402
2017-02-08 11:54:50, -21, 1485
2017-02-08 11:54:51, -20, 1384
2017-02-08 11:54:53, -21, 1535
2017-02-08 11:54:54, -20, 1383
2017-02-08 11:54:54, -19, 1792
2017-02-08 11:54:56, -21, 1371
2017-02-08 11:54:56, -20, 1468
2017-02-08 11:54:59, -20, 1450
2017-02-08 11:55:01, -21, 1412
